	Name der Institution	Ort	Name Ministerien	Affiliation ROR	ROR ID	GRID ID	Wikidata ID	Einrichtungsart	URL Webseite Institution	Name GERiT	Ort GERiT	GERiT ID 	URL der Einrichtung GERiT	Name GERiT English	GRID ID GERiT	DFG Instituts ID GERiT	Straße GERiT	Hausnummer GERiT	Postfach GERiT	Postleitzahl vor Ort GERiT	Ort GERiT	DESTATIS Fächerguppe GERiT	DESTATIS Lehr- Forschungsbereich GERiT	DESTATIS Fachgebiet GERiT	Crossref ID 1 GERiT	Crossref ID 2 GERiT	Crossref ID 3 GERiT	Einrichtungsart GERiT	Einrichtungsart GERIT English	OA Webseite der Institution	OA Webseite Datum	OA-Beauftragte/r	OA-Beauftragte/r URL	OA-Beauftragte/r URL Datum	Ansprechperson für Open Access	Ansprechperson für Open Access URL	Ansprechperson für Open Access URL Datum	(Funktions-)Emailadresse	OA Policy	OA Policy Datum	OA Policy URL	OA Policy URL Datum	OA Leitlinie	OA Leitlinie Datum	OA Leitlinie URL	OA Leitlinie URL Datum	Publikationsfonds	Publikationsfonds Art der Finanzierung	Zs. Publikationsfonds	Zs. Publikationsfonds URL	Mono Publikationsfonds 	Mono Publikationsfonds URL	Publikationsfonds Datum Recherche	Repositorium URL	OA-Verlag	OA-Verlag URL	OA-Verlag Datum Recherche	OJS-Standort	OJS-Standort URL	OJS-Standort Datum Recherche	OA/OS-Preis URL	Berliner Erklärung	Datum Berliner Erklärung (Bundesländeratlas)	Berliner Erklärung Datum Recherche	OA2020	Datum OA2020 (Bundesländeratlas)	OA2020 Datum Recherche	DORA Institution	DORA Datum Recherche	Jussieu	Jussieu Datum Recherche	aktualisiert am
Mecklenburg-Vorpommern	Universität Greifswald	Greifswald	Universität Greifswald	University of Greifswald	https://ror.org/00r1edq15	grid.5603.0	Q165528	Universität	www.uni-greifswald.de	Universität Greifswald	Greifswald	http://www.gerit.org/de/institutiondetail/10382	www.uni-greifswald.de	University of Greifswald	grid.5603.0	10382	Domstraße	11	NA	17489	Greifswald	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.uni-greifswald.de/forschung/forschungsservice-und-praxis/open-access/	23.11.2020	Stefanie Bollin	ub.uni-greifswald.de/serviceangebote/fuer-wissenschaftlerinnen/open-access/	23.11.2020	Stefanie Bollin	ub.uni-greifswald.de/serviceangebote/fuer-wissenschaftlerinnen/open-access/beratung-und-information/	7.7.2021	ub_openaccess[at]uni-greifswald[​dot]de	ja	NA	wird erwähnt ( ub.uni-greifswald.de/serviceangebote/fuer-wissenschaftlerinnen/open-access/ ) ist aber nicht aufzufinden		NA	NA			ja	DFG-Kofinanziert	ja	https://ub.uni-greifswald.de/serviceangebote/fuer-wissenschaftlerinnen/open-access/finanzierung-von-publikationen/publikationsfonds/ 	ja	https://ub.uni-greifswald.de/serviceangebote/fuer-wissenschaftlerinnen/open-access/finanzierung-von-publikationen/open-access-monographien/	26.02.2021	epub.ub.uni-greifswald.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja	07.03.2016	28.06.2021	nein	NA		nein		nein		23.11.2020
Mecklenburg-Vorpommern	Universität Rostock	Rostock	Universität Rostock	HHL Leipzig Graduate School of Management	https://ror.org/00vjd4k74	grid.461621.6	Q679945	Universität	www.uni-rostock.de	Universität Rostock	Rostock	http://www.gerit.org/de/institutiondetail/10345	www.uni-rostock.de	University of Rostock	grid.10493.3f	10345	NA	NA	NA	18051	Rostock	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Universität	university	www.ub.uni-rostock.de/wissenschaftliche-services/open-access/open-access-publizieren/	7.7.2021	Steffen Malo	www.ub.uni-rostock.de/wissenschaftliche-services/open-access/open-access-beratung/	7.7.2021	Open Access-Team	www.ub.uni-rostock.de/wissenschaftliche-services/open-access/open-access-beratung/	7.7.2021	penaccess.ub[at]uni-rostock[dot]de	ja	11.12.2015	www.uni-rostock.de/storages/uni-rostock/UniHome/Gremien/Rechtsgrundlagen/Amtliche_Bekanntmachungen/2015/NR_47_2015.pdf		NA	NA			ja	DFG-Kofinanziert	ja	www.ub.uni-rostock.de/wissenschaftliche-services/open-access/open-access-foerdermoeglichkeiten/open-access-publikationsfonds-der-universitaet-rostock/	nein	NA	23.11.2020	http://rosdok.uni-rostock.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja	11.04.2016	28.06.2021	nein	NA		nein		nein		23.11.2020
Niedersachsen	Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST)	Braunschweig	Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST)	NA	https://ror.org/048vzmn57	grid.462227.7	Q1452025	Forschungsorganisation: Frauenhofer-Gesellschaft	www.ist.fraunhofer.de/	Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST)	Braunschweig	http://www.gerit.org/de/institutiondetail/10651	www.ist.fraunhofer.de/	Fraunhofer-Institute for Surface Engineering and Thin Films (IST)	grid.462227.7	10651	Bienroder Weg	54 E	NA	38108	Braunschweig	Ingenieurwissenschaften	Materialwissenschaft und Werkstofftechnik	Werkstofftechnik	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Niedersachsen	Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM)	Hannover	Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM)	NA	https://ror.org/02byjcr11	grid.418009.4	Q1452035	Forschungsorganisation: Frauenhofer-Gesellschaft	www.item.fraunhofer.de/	Fraunhofer-Institut für Toxikologie und Experimentelle Medizin (ITEM)	Hannover	http://www.gerit.org/de/institutiondetail/10261	www.item.fraunhofer.de/	Fraunhofer Institute for Toxicology and Experimental Medicine (ITEM)	grid.418009.4	10261	Nikolai-Fuchs-Straße	1	NA	30625	Hannover	Mathematik, Naturwissenschaften	Pharmazie	Pharmakologie und Toxikologie (Pharmazie)	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Niedersachsen	Fraunhofer-Institut für Holzforschung - Wilhelm-Klauditz-Institut (WKI)	Braunschweig	Fraunhofer-Institut für Holzforschung - Wilhelm-Klauditz-Institut (WKI)	NA	https://ror.org/015cbgt79	grid.469829.8	Q1452010	Forschungsorganisation: Frauenhofer-Gesellschaft	www.wki.fraunhofer.de/	Fraunhofer-Institut für Holzforschung - Wilhelm-Klauditz-Institut (WKI)	Braunschweig	http://www.gerit.org/de/institutiondetail/10693	www.wki.fraunhofer.de/	Fraunhofer Institute for Wood Research - Wilhelm Klauditz Institute (WKI)	grid.469829.8	10693	Bienroder Weg	54E	NA	38108	Braunschweig	Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin	Forstwissenschaft, Holzwirtschaft	Holzwissenschaften	NA	NA	NA	FhG	Fraunhofer	https://www.openaccess.fraunhofer.de/	28.06.2021	NA	NA	NA	Research Services & Open Science	https://irb.fraunhofer.de/de/research-services.html	28.06.2021	NA	ja, als FhG	Juni 2008	https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf		https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf	Oktober 2015			ja	Eigenmittel; über FhG-Publikationsfonds	ja	NA	NA	NA	Recherche fehlt	https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als FhG	22.10.2003	28.06.2021	nein	NA		nein		nein		14.06.2021
Niedersachsen	Helmholtz-Zentrum für Infektionsforschung (HZI)	Braunschweig	Helmholtz-Zentrum für Infektionsforschung (HZI)	Helmholtz Centre for Infection Research	https://ror.org/03d0p2685	grid.7490.a	Q1603242	Forschungsorganisation: Helmholtz-Gemeinschaft	www.helmholtz-hzi.de	Helmholtz-Zentrum für Infektionsforschung (HZI)	Braunschweig	http://www.gerit.org/de/institutiondetail/10262	www.helmholtz-hzi.de	Helmholtz Centre for Infection Research (HZI)	grid.7490.a	10262	Inhoffenstraße	7	NA	38124	Braunschweig	Mathematik, Naturwissenschaften	Biologie	Biotechnologie (f. Biologen)	NA	NA	NA	HGF	Helmholtz	helmholtz-hzi.bibliotheca-open.de/Zeitschriften/OpenAccess	14.12.2020	Axel Plähn	os.helmholtz.de/open-science-in-der-helmholtz-gemeinschaft/akteure-und-ihre-rollen/#c2556	04.01.2021	Recherche fehlt	NA	04.01.2021	axel[​dot]plaehn[at]helmholtz-hzi[​dot]de	nein	NA	NA		https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288	07.04.2016			nein	NA	NA	NA	NA	NA	12.02.2021	https://hzi.openrepository.com/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	ja, als HGF	22.10.2003		ja	21.03.2016		nein		nein		12.02.2021
Niedersachsen	ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft	Hannover	ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft	ARL – Academy for Territorial Development in the Leibniz Association	https://ror.org/010b6ag76	grid.470175.0	Q414327	Forschungsorganisation: Leibniz-Gemeinschaft	www.arl-net.de/	ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft	Hannover	http://www.gerit.org/de/institutiondetail/12993	www.arl-net.de/	ARL – Academy for Territorial Development in the Leibniz Association	grid.470175.0	12993	Vahrenwalder Straße	247	NA	30179	Hannover	Ingenieurwissenschaften	Raumplanung	Raumplanung allgemein	NA	NA	NA	WGL	Leibniz	NA	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	NA	01.03.2021	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			nein	NA	NA	NA	NA	NA	26.02.2021	http://www.leibnizopen.de/home/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)	Göttingen	Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)	German Primate Center	https://ror.org/02f99v835	grid.418215.b	Q1205899	Forschungsorganisation: Leibniz-Gemeinschaft	www.dpz.eu/de	Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)	Göttingen	http://www.gerit.org/de/institutiondetail/10450	www.dpz.eu/de	German Primate Center - Leibniz Institute for Primate Research (DPZ)	grid.418215.b	10450	Kellnerweg	4	NA	37077	Göttingen	Mathematik, Naturwissenschaften	Biologie	Zoologie	NA	NA	NA	WGL	Leibniz	https://www.dpz.eu/de/abteilung/bibliothek/serviceangebot.html	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	NA	01.12.2020	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			nein	NA	NA	NA	NA	NA	26.02.2021	http://www.leibnizopen.de/home/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH	Braunschweig	Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH	Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures	https://ror.org/02tyer376	grid.420081.f	Q1203864	Forschungsorganisation: Leibniz-Gemeinschaft	www.dsmz.de/	Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH	Braunschweig	http://www.gerit.org/de/institutiondetail/10718	www.dsmz.de/	Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	grid.420081.f	10718	Inhoffenstraße	7 B	NA	38124	Braunschweig	Mathematik, Naturwissenschaften	Biologie	Mikrobiologie	NA	NA	NA	WGL	Leibniz	NA	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	NA	26.02.2021	NA	ja	22.11.2016	https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf		NA	NA			ja	über WGL Publikationsfonds	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html	26.02.2021	http://www.leibnizopen.de/home/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung	Braunschweig	Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung	Georg Eckert Institute for International Textbook Research	https://ror.org/01hnv8x68	grid.461689.4	Q1503374	Forschungsorganisation: Leibniz-Gemeinschaft	www.gei.de/home.html	Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung	Braunschweig	http://www.gerit.org/de/institutiondetail/10701	fz-borstel.de	Georg Eckert Institute for International Textbook Research (GEI)	grid.461689.4	10701	Celler Straße	3	NA	38114	Braunschweig	Rechts-, Wirtschafts- und Sozialwissenschaften	Erziehungswissenschaften	Schulpädagogik	NA	NA	NA	WGL	Leibniz	http://www.gei.de/publikationen/open-access-policy.html	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	http://www.gei.de/publikationen/open-access-policy.html	01.12.2020	westermeyer[at]gei[​dot]de	ja	22.11.2016	http://www.gei.de/publikationen/open-access-policy.html		NA	NA			ja	über WGL Publikationsfonds	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html	ja	https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html	26.02.2021	http://www.leibnizopen.de/home/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Technische Informationsbibliothek (TIB)	Hannover	Technische Informationsbibliothek (TIB)	German National Library of Science and Technology	https://ror.org/04aj4c181	grid.461819.3	Q2399120	Forschungsorganisation: Leibniz-Gemeinschaft	www.tib.eu/de/	Technische Informationsbibliothek (TIB)	Hannover	http://www.gerit.org/de/institutiondetail/13824	www.tib.eu/de/	German National Library of Science and Technology (TIB)	grid.461819.3	13824	Welfengarten	1 B	NA	30167	Hannover	Mathematik, Naturwissenschaften	Mathematik, Naturwissenschaften allgemein	Mathematik, Naturwissenschaften allgemein	NA	NA	NA	WGL	Leibniz	https://www.tib.eu/de/publizieren-archivieren/open-access	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	https://www.tib.eu/de/publizieren-archivieren/open-access/ansprechpersonen-und-serviceadressen	26.02.2021	publikationsberatung[at]tib[​dot]eu	ja	01.11.2016	https://www.tib.eu/de/die-tib/policies/open-access-policy		NA	NA			ja	über WGL Publikationsfonds, Landesfonds Niedersachen und Universität Hannover	ja	https://www.tib.eu/de/publizieren-archivieren/open-access/open-access-finanzieren	ja	https://www.tib.eu/de/publizieren-archivieren/open-access/open-access-finanzieren	26.02.2021	https://www.repo.uni-hannover.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als WGL	22.10.2003		ja, als WGL	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Max-Planck-Institut für experimentelle Medizin	Göttingen	Max-Planck-Institut für experimentelle Medizin	Max Planck Institute of Experimental Medicine	https://ror.org/04a7f6w43	grid.419522.9	Q1912106	Forschungsorganisation: Max-Planck-Gesellschaft	www.em.mpg.de	Max-Planck-Institut für experimentelle Medizin	Göttingen	http://www.gerit.org/de/institutiondetail/10257	www.em.mpg.de	Max Planck Institute of Experimental Medicine	grid.419522.9	10257	Hermann-Rein-Straße	3	NA	37075	Göttingen	Humanmedizin/Gesundheitswissenschaften	Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin)	Experimentelle Medizin/Medizinforschung (ohne klinische Medizin)	NA	NA	NA	MPG	Max Planck	NA	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	openaccess.mpg.de/318587/MPG-Open-Access-Network	01.12.2020	kraemer[at]em[​dot]mpg[​dot]de	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	26.02.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Max-Planck-Institut für Chemische Ökologie	Göttingen	Max-Planck-Institut für Chemische Ökologie	Max Planck Institute for Chemical Ecology	https://ror.org/02ks53214	grid.418160.a	Q700245	Forschungsorganisation: Max-Planck-Gesellschaft	www.ice.mpg.de/ext/index.php?id=institute&L=1	Max-Planck-Institut für Chemische Ökologie	Göttingen	http://www.gerit.org/de/institutiondetail/10259	www.ds.mpg.de/	Max Planck Institute for Dynamics and Self-Organization (MPIDS)	grid.419514.c	10259	Am Faßberg	17	NA	37077	Göttingen	Mathematik, Naturwissenschaften	Physik, Astronomie	Kernphysik	NA	NA	NA	MPG	Max Planck	http://www.clib-jena.mpg.de/ext/index.php?id=clib-jena	26.02.2021	NA	NA	26.02.2021	Recherche fehlt	openaccess.mpg.de/318587/MPG-Open-Access-Network	23.11.2020	lmaack[at]bgc-jena[​dot]mpg[​dot]de	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	26.02.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften (MPI-MMG)	Göttingen	Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften (MPI-MMG)	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://ror.org/0080y7t67	grid.454072.0	Q1638442	Forschungsorganisation: Max-Planck-Gesellschaft	www.mmg.mpg.de	Max-Planck-Institut zur Erforschung multireligiöser und multiethnischer Gesellschaften (MPI-MMG)	Göttingen	http://www.gerit.org/de/institutiondetail/10258	www.mmg.mpg.de	Max Planck Institute for the Study of Religious and Ethnic Diversity	grid.454072.0	10258	Hermann-Föge-Weg	11	NA	37073	Göttingen	Geisteswissenschaften	Kulturwissenschaften i.e.S.	Allgemeine Kulturwissenschaft	NA	NA	NA	MPG	Max Planck	NA	01.03.2021	NA	NA	01.03.2021	Recherche fehlt	openaccess.mpg.de/318587/MPG-Open-Access-Network	26.02.2021	futterlieb[at]mmg[​dot]mpg[​dot]de	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	01.03.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		01.03.2021
Niedersachsen	Max-Planck-Institut für biophysikalische Chemie (Karl-Friedrich-Bonhoeffer-Institut)	Göttingen	Max-Planck-Institut für biophysikalische Chemie (Karl-Friedrich-Bonhoeffer-Institut)	Max Planck Institute for Biophysical Chemistry	https://ror.org/03e76ya46	grid.418140.8	Q836125	Forschungsorganisation: Max-Planck-Gesellschaft	www.mpibpc.mpg.de	Max-Planck-Institut für biophysikalische Chemie (Karl-Friedrich-Bonhoeffer-Institut)	Göttingen	http://www.gerit.org/de/institutiondetail/10256	www.mpibpc.mpg.de	Max Planck Institute for Biophysical Chemistry (Karl Friedrich Bonhoeffer Institute)	grid.418140.8	10256	Am Faßberg	11	NA	37077	Göttingen	Mathematik, Naturwissenschaften	Chemie	Physikalische Chemie	NA	NA	NA	MPG	Max Planck	www.mpibpc.mpg.de/534197/open_access	01.03.2021	NA	NA	01.03.2021	Recherche fehlt	NA	01.03.2021	NA	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	01.03.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		01.03.2021
Niedersachsen	Max-Planck-Institut für Sonnensystemforschung (MPS)	Göttingen	Max-Planck-Institut für Sonnensystemforschung (MPS)	Max Planck Institute for Solar System Research	https://ror.org/02j6gm739	grid.435826.e	Q470648	Forschungsorganisation: Max-Planck-Gesellschaft	www.mps.mpg.de/de	Max-Planck-Institut für Sonnensystemforschung (MPS)	Göttingen	http://www.gerit.org/de/institutiondetail/10260	www.mps.mpg.de/de	Max Planck Institute for Solar System Research (MPS)	grid.435826.e	10260	Justus-von-Liebig-Weg	3	NA	37077	Göttingen	Mathematik, Naturwissenschaften	Physik, Astronomie	Astronomie, Astrophysik	NA	NA	NA	MPG	Max Planck	https://www.mps.mpg.de/bibliothek/open-access	21.06.2021	NA	NA	21.06.2021	Kerstin Raab	https://www.mps.mpg.de/bibliothek	21.06.2021	raab[at]mps.mpg[dot]de	ja, als MPG	NA	openaccess.mpg.de/3544/Positionen		NA	NA			ja	über die MPG	ja	www.mpdl.mpg.de/ueber-uns/nachrichten/602-open-access-publizieren.html	nein	NA	26.02.2021	pure.mpg.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja, als MPG	22.10.2003		ja, als MPG	21.03.2016		nein		nein		26.02.2021
Niedersachsen	Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)	Hannover	NA	NA	https://ror.org/04d77de73	grid.15606.34	Q1005526	Ressortforschung	www.bgr.bund.de/DE/Home/homepage_node.html	Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)	Hannover	http://www.gerit.org/de/institutiondetail/10441	www.bgr.bund.de/DE/Home/homepage_node.html	Federal Institute for Geosciences and Natural Resources (BGR)	grid.15606.34	NA	Stilleweg	2	NA	30655	Hannover	Mathematik, Naturwissenschaften	Geowissenschaften (ohne Geographie)	Geowissenschaften allgemein	NA	NA	NA	Bundesforschung	NA	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt		Recherche fehlt	Recherche fehlt			Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	Recherche fehlt	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja	16.01.2007		nein	NA		nein		nein		14.06.2021
Niedersachsen	Hochschule Hannover	Hannover	Hochschule Hannover	NA	https://ror.org/03m2kj587	grid.461671.3	Q224514	Hochschule	www.hs-hannover.de/	Hochschule Hannover	Hannover	http://www.gerit.org/de/institutiondetail/10252	www.hs-hannover.de	University of Applied Sciences and Arts in Hanover	grid.461671.3	NA	Expo Plaza	4	NA	30539	Hannover	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/	21.12.2020	NA	NA	21.12.2020	Recherche fehlt	NA	21.12.2020	open-access[at]hs-hannover[​dot]de	ja	14.08.2019	www.hs-hannover.de/fileadmin/HsH/Hochschule_Hannover/Forschung/Forschung/06_Unterstuetzung_und_Informationen/Forschungsstrategie_und_Leitlinien/OpenAccessPolicy_final.pdf		NA	NA			ja	NA	ja	www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/	nein	NA	21.12.2020	www.repo.uni-hannover.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	Recherche fehlt	ja	09.03.2015		nein	NA		nein		nein		21.12.2020
Niedersachsen	Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth	Wilhelmshaven	NA	NA	https://ror.org/02vvvm705	grid.449343.d	Q982400	Hochschule	www.jade-hs.de	Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth	Wilhelmshaven	http://www.gerit.org/de/institutiondetail/10533	www.jade-hs.de	Jade University of Applied Sciences	grid.449343.d	NA	Friedrich-Paffrath-Straße	101	NA	26389	Wilhelmshaven	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/	21.12.2020	Walburgis Fehners 	https://www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/	18.6.2021	Walburgis Fehners 	https://www.jade-hs.de/unsere-hochschule/organisation/zentrale-bereiche/hochschulbibliothek/services/forschen-und-publizieren/	18.6.2021	ausleihe-whv[at]jade-hs[​dot]de	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	21.12.2020	opus.hs-osnabrueck.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	nein	ja	19.12.2019		nein	NA		nein		nein		14.06.2021
